County,County Code,Deaths,Population,Crude Rate
"White County, TN",47185,6118,477465,1281.4
"Williamson County, TN",47187,17249,3275450,526.6
"Wilson County, TN",47189,16253,2080498,781.2
"Anderson County, TX",48001,11722,1083379,1082
"Andrews County, TX",48003,2294,280724,817.2
"Angelina County, TX",48005,15690,1607347,976.1
"Aransas County, TX",48007,5887,448692,1312
"Archer County, TX",48009,1450,168825,858.9
"Armstrong County, TX",48011,523,37640,1389.5
"Atascosa County, TX",48013,6646,836125,794.9
"Austin County, TX",48015,5156,516812,997.7
"Bailey County, TX",48017,1159,132197,876.7
"Bandera County, TX",48019,3532,378409,933.4
"Bastrop County, TX",48021,10430,1352217,771.3
"Baylor County, TX",48023,1198,72245,1658.2
"Bee County, TX",48025,4470,613058,729.1
"Bell County, TX",48027,34775,5530989,628.7
"Bexar County, TX",48029,214053,31378805,682.2
"Blanco County, TX",48031,2014,189663,1061.9
"Borden County, TX",48033,82,12414,660.5
"Bosque County, TX",48035,4773,339217,1407.1
"Bowie County, TX",48037,18589,1734089,1072
"Brazoria County, TX",48039,36758,5663905,649
"Brazos County, TX",48041,16038,3511894,456.7
"Brewster County, TX",48043,1442,171976,838.5
"Briscoe County, TX",48045,370,31424,1177.4
"Brooks County, TX",48047,1492,141438,1054.9
"Brown County, TX",48049,9101,720869,1262.5
"Burleson County, TX",48051,3480,324423,1072.7
"Burnet County, TX",48053,8012,781109,1025.7
"Caldwell County, TX",48055,5682,707210,803.4
"Calhoun County, TX",48057,3633,402456,902.7
"Callahan County, TX",48059,3007,253230,1187.5
"Cameron County, TX",48061,43085,7357648,585.6
"Camp County, TX",48063,2747,230871,1189.8
"Carson County, TX",48065,1237,119106,1038.6
"Cass County, TX",48067,7564,574277,1317.1
"Castro County, TX",48069,1172,151308,774.6
"Chambers County, TX",48071,4333,620552,698.2
"Cherokee County, TX",48073,9949,941718,1056.5
"Childress County, TX",48075,1512,137256,1101.6
"Clay County, TX",48077,2140,205675,1040.5
"Cochran County, TX",48079,644,61423,1048.5
"Coke County, TX",48081,1041,65701,1584.5
"Coleman County, TX",48083,2651,166908,1588.3
"Collin County, TX",48085,55096,13810748,398.9
"Collingsworth County, TX",48087,823,57964,1419.8
"Colorado County, TX",48089,4908,392484,1250.5
"Comal County, TX",48091,16771,1967978,852.2
"Comanche County, TX",48093,3474,260892,1331.6
"Concho County, TX",48095,636,75295,844.7
"Cooke County, TX",48097,7481,724304,1032.9
"Coryell County, TX",48099,7442,1413126,526.6
"Cottle County, TX",48101,465,30099,1544.9
"Crane County, TX",48103,736,81439,903.7
"Crockett County, TX",48105,705,72407,973.7
"Crosby County, TX",48107,1410,120861,1166.6
"Culberson County, TX",48109,353,48129,733.4
"Dallam County, TX",48111,941,125192,751.6
"Dallas County, TX",48113,275276,44868786,613.5
"Dawson County, TX",48115,2650,265104,999.6
"Deaf Smith County, TX",48117,2880,359038,802.1
"Delta County, TX",48119,1353,100236,1349.8
"Denton County, TX",48121,48582,11828971,410.7
"DeWitt County, TX",48123,4824,384589,1254.3
"Dickens County, TX",48125,585,46805,1249.9
"Dimmit County, TX",48127,1657,194917,850.1
"Donley County, TX",48129,991,70088,1413.9
"Duval County, TX",48131,2367,230168,1028.4
"Eastland County, TX",48133,5088,349227,1456.9
"Ector County, TX",48135,21265,2585616,822.4
"Edwards County, TX",48137,367,38304,958.1
"Ellis County, TX",48139,19170,2676291,716.3
"El Paso County, TX",48141,87132,14572598,597.9
"Erath County, TX",48143,6118,704615,868.3
"Falls County, TX",48145,3943,338531,1164.7
"Fannin County, TX",48147,8080,629558,1283.4
"Fayette County, TX",48149,6021,453463,1327.8
"Fisher County, TX",48151,1045,76867,1359.5
"Floyd County, TX",48153,1392,127486,1091.9
"Foard County, TX",48155,373,26492,1408
"Fort Bend County, TX",48157,41425,10293364,402.4
"Franklin County, TX",48159,2135,195849,1090.1
"Freestone County, TX",48161,3987,362997,1098.4
"Frio County, TX",48163,2382,328789,724.5
"Gaines County, TX",48165,2038,322109,632.7
"Galveston County, TX",48167,45166,5457738,827.6
"Garza County, TX",48169,979,113586,861.9
"Gillespie County, TX",48171,5998,452606,1325.2
"Glasscock County, TX",48173,107,24463,437.4
"Goliad County, TX",48175,1422,137078,1037.4
"Gonzales County, TX",48177,3897,374081,1041.8
"Gray County, TX",48179,5170,427880,1208.3
"Grayson County, TX",48181,24921,2259790,1102.8
"Gregg County, TX",48183,23397,2252128,1038.9
"Grimes County, TX",48185,4815,493389,975.9
"Guadalupe County, TX",48187,15609,2313389,674.7
"Hale County, TX",48189,5753,678819,847.5
"Hall County, TX",48191,1008,65528,1538.3
"Hamilton County, TX",48193,2575,157813,1631.7
"Hansford County, TX",48195,1050,103091,1018.5
"Hardeman County, TX",48197,957,81087,1180.2
"Hardin County, TX",48199,9852,1001062,984.2
"Harris County, TX",48201,423016,75396806,561.1
"Harrison County, TX",48203,11864,1226010,967.7
"Hartley County, TX",48205,812,111107,730.8
"Haskell County, TX",48207,1656,111795,1481.3
"Hays County, TX",48209,14084,2806485,501.8
"Hemphill County, TX",48211,656,70889,925.4
"Henderson County, TX",48213,18228,1473761,1236.8
"Hidalgo County, TX",48215,66739,13770947,484.6
"Hill County, TX",48217,7879,651980,1208.5
"Hockley County, TX",48219,3922,437610,896.2
"Hood County, TX",48221,10791,933217,1156.3
"Hopkins County, TX",48223,7049,651226,1082.4
"Houston County, TX",48225,5813,442139,1314.7
"Howard County, TX",48227,7136,659112,1082.7
"Hudspeth County, TX",48229,349,65899,529.6
"Hunt County, TX",48231,15640,1605117,974.4
"Hutchinson County, TX",48233,4783,424472,1126.8
"Irion County, TX",48235,237,30825,768.9
"Jack County, TX",48237,1708,169778,1006
"Jackson County, TX",48239,2886,271176,1064.3
"Jasper County, TX",48241,7691,675243,1139
"Jeff Davis County, TX",48243,358,42749,837.4
"Jefferson County, TX",48245,47708,4777412,998.6
"Jim Hogg County, TX",48247,938,99088,946.6
"Jim Wells County, TX",48249,6959,771317,902.2
"Johnson County, TX",48251,22247,2776722,801.2
"Jones County, TX",48253,3794,383536,989.2
"Karnes County, TX",48255,2842,286590,991.7
"Kaufman County, TX",48257,15000,1825458,821.7
"Kendall County, TX",48259,5554,608125,913.3
"Kenedy County, TX",48261,65,7979,814.6
"Kent County, TX",48263,271,15230,1779.4
"Kerr County, TX",48265,12742,912578,1396.3
"Kimble County, TX",48267,1122,85754,1308.4
"King County, TX",48269,27,5590,483
"Kinney County, TX",48271,683,66830,1022
"Kleberg County, TX",48273,4593,600875,764.4
"Knox County, TX",48275,1108,73468,1508.1
"Lamar County, TX",48277,11321,936881,1208.4
"Lamb County, TX",48279,3106,268330,1157.5
"Lampasas County, TX",48281,3718,369778,1005.5
"La Salle County, TX",48283,974,128075,760.5
"Lavaca County, TX",48285,4846,367812,1317.5
"Lee County, TX",48287,2991,312285,957.8
"Leon County, TX",48289,3924,311437,1260
"Liberty County, TX",48291,13591,1433296,948.2
"Limestone County, TX",48293,5306,437345,1213.2
"Lipscomb County, TX",48295,610,61700,988.7
"Live Oak County, TX",48297,2074,224649,923.2
"Llano County, TX",48299,5377,357258,1505.1
"Loving County, TX",48301,13,1561,Unreliable
"Lubbock County, TX",48303,41337,5155302,801.8
"Lynn County, TX",48305,1140,115036,991
"McCulloch County, TX",48307,2150,155505,1382.6
"McLennan County, TX",48309,38501,4373498,880.3
"McMullen County, TX",48311,147,14689,1000.7
"Madison County, TX",48313,2515,255888,982.9
"Marion County, TX",48315,2978,202534,1470.4
"Martin County, TX",48317,859,93031,923.3
"Mason County, TX",48319,946,74482,1270.1
"Matagorda County, TX",48321,6914,703980,982.1
"Maverick County, TX",48323,6050,998666,605.8
"Medina County, TX",48325,6879,847096,812.1
"Menard County, TX",48327,660,42428,1555.6
"Midland County, TX",48329,18492,2573305,718.6
"Milam County, TX",48331,5615,469289,1196.5
"Mills County, TX",48333,1305,93541,1395.1
"Mitchell County, TX",48335,1982,176684,1121.8
"Montague County, TX",48337,5323,370277,1437.6
"Montgomery County, TX",48339,52267,8062463,648.3
"Moore County, TX",48341,2676,402060,665.6
"Morris County, TX",48343,3327,245738,1353.9
"Motley County, TX",48345,349,23705,1472.3
"Nacogdoches County, TX",48347,10538,1193052,883.3
"Navarro County, TX",48349,9755,895705,1089.1
"Newton County, TX",48351,3041,275045,1105.6
"Nolan County, TX",48353,3552,287423,1235.8
"Nueces County, TX",48355,50026,6376330,784.6
"Ochiltree County, TX",48357,1495,187514,797.3
"Oldham County, TX",48359,297,39322,755.3
"Orange County, TX",48361,17363,1584505,1095.8
"Palo Pinto County, TX",48363,6211,526209,1180.3
"Panola County, TX",48365,5033,444336,1132.7
"Parker County, TX",48367,16901,2090637,808.4
"Parmer County, TX",48369,1490,190558,781.9
"Pecos County, TX",48371,2264,300536,753.3
"Polk County, TX",48373,11505,859499,1338.6
"Potter County, TX",48375,22547,2260967,997.2
"Presidio County, TX",48377,832,141329,588.7
"Rains County, TX",48379,2331,202099,1153.4
"Randall County, TX",48381,16607,2230961,744.4
"Reagan County, TX",48383,498,64446,772.7
"Real County, TX",48385,872,61520,1417.4
"Red River County, TX",48387,3810,249576,1526.6
"Reeves County, TX",48389,2063,257970,799.7
"Refugio County, TX",48391,1758,142062,1237.5
"Roberts County, TX",48393,174,16752,1038.7
"Robertson County, TX",48395,3713,312756,1187.2
"Rockwall County, TX",48397,7948,1335822,595
"Runnels County, TX",48399,2731,202964,1345.6
"Rusk County, TX",48401,10140,972089,1043.1
"Sabine County, TX",48403,3199,199576,1602.9
"San Augustine County, TX",48405,2564,167977,1526.4
"San Jacinto County, TX",48407,4993,484598,1030.3
"San Patricio County, TX",48409,10826,1264817,855.9
"San Saba County, TX",48411,1379,114123,1208.3
"Schleicher County, TX",48413,567,59510,952.8
"Scurry County, TX",48415,3186,316622,1006.2
"Shackelford County, TX",48417,723,63350,1141.3
"Shelby County, TX",48419,5744,483119,1188.9
"Sherman County, TX",48421,509,58279,873.4
"Smith County, TX",48423,34889,3824565,912.2
"Somervell County, TX",48425,1509,152064,992.3
"Starr County, TX",48427,6412,1129687,567.6
"Stephens County, TX",48429,2187,180552,1211.3
"Sterling County, TX",48431,239,23905,999.8
"Stonewall County, TX",48433,446,27976,1594.2
"Sutton County, TX",48435,645,77563,831.6
"Swisher County, TX",48437,1547,149693,1033.4
"Tarrant County, TX",48439,204900,32977363,621.3
"Taylor County, TX",48441,23355,2475583,943.4
"Terrell County, TX",48443,217,17890,1213
"Terry County, TX",48445,2400,239751,1001
"Throckmorton County, TX",48447,432,31665,1364.3
"Titus County, TX",48449,5032,583019,863.1
"Tom Green County, TX",48451,19205,2080647,923
"Travis County, TX",48453,86831,18837547,460.9
"Trinity County, TX",48455,4106,271391,1512.9
"Tyler County, TX",48457,4869,403523,1206.6
"Upshur County, TX",48459,8198,731935,1120
"Upton County, TX",48461,602,63508,947.9
